,sex,income
3795,female,110.0
3796,male,
3797,female,
3798,female,
3799,male,
3800,female,
3801,male,358.0
3802,female,
3803,female,
3804,male,
3805,male,
3806,male,
3807,female,
3808,male,250.0
3809,female,180.0
3810,female,180.0
3811,male,230.0
3812,female,
3813,female,
3814,male,316.0
3815,male,
3816,female,
3817,male,
3818,male,417.0
3819,female,100.0
3820,female,
3821,male,
3822,female,
3823,male,
3824,male,
3825,male,467.0
3826,female,
3827,female,
3828,male,
3829,male,330.0
3830,female,
3831,male,
3832,male,500.0
3833,female,
3834,male,
3835,male,
3836,female,
3837,male,583.0
3838,female,
3839,male,
3840,female,
3841,male,583.0
3842,female,256.0
3843,female,
3844,male,
3845,female,
3846,male,266.0
3847,male,
3848,female,
3849,male,
3850,female,57.0
3851,male,260.0
3852,female,
3853,female,100.0
3854,male,350.0
3855,female,180.0
3856,male,
3857,female,
3858,female,
3859,female,
3860,female,27.0
3861,male,275.0
3862,female,
3863,female,
3864,male,618.0
3865,female,
3866,female,
3867,male,270.0
3868,female,180.0
3869,female,40.0
3870,female,
3871,female,
3872,female,
3873,female,
3874,male,
3875,female,
3876,male,
3877,male,
3878,male,
3879,male,
3880,female,50.0
3881,female,
3882,male,350.0
3883,female,
3884,male,
3885,male,550.0
3886,female,
3887,female,
3888,female,
3889,male,
3890,male,683.0
3891,female,202.0
3892,male,
3893,female,46.0
3894,male,
3895,male,542.0
3896,female,150.0
3897,male,
3898,male,
3899,female,
3900,female,
3901,female,
3902,male,200.0
3903,female,
3904,male,
3905,female,
3906,male,
3907,male,245.0
3908,female,241.0
3909,male,160.0
3910,female,60.0
3911,male,636.0
3912,female,94.0
3913,male,
3914,female,
3915,female,
3916,male,
3917,female,
3918,male,
3919,female,
3920,male,
3921,female,
3922,female,98.0
3923,female,
3924,female,
3925,male,218.0
3926,male,
3927,female,
3928,female,
3929,male,
3930,female,292.0
3931,female,
3932,male,
3933,female,
3934,male,170.0
3935,male,
3936,female,
3937,male,334.0
3938,female,60.0
3939,male,
3940,female,
3941,male,
3942,female,
3943,male,250.0
3944,female,160.0
3945,female,165.0
3946,female,
3947,male,
3948,female,90.0
3949,male,
3950,male,
3951,male,
3952,female,168.0
3953,male,200.0
3954,male,
3955,female,
3956,male,
3957,male,
3958,female,200.0
3959,female,180.0
3960,female,
3961,female,161.0
3962,male,
3963,female,
3964,male,250.0
3965,female,
3966,female,200.0
3967,male,250.0
3968,male,429.0
3969,female,
3970,female,
3971,female,
3972,male,
3973,female,
3974,male,
3975,female,27.0
3976,male,
3977,female,250.0
3978,male,100.0
3979,female,30.0
3980,male,
3981,female,27.0
3982,male,400.0
3983,female,150.0
3984,male,
3985,male,
3986,male,
3987,female,231.0
3988,female,
3989,female,
3990,female,
3991,male,425.0
3992,male,
3993,female,
3994,female,
3995,male,655.0
3996,female,
3997,female,
3998,female,140.0
3999,male,
4000,female,198.0
4001,female,
4002,male,
4003,male,130.0
4004,female,
4005,female,
4006,male,
4007,female,
4008,female,
4009,male,
4010,male,
4011,female,
4012,male,
4013,female,
4014,male,359.0
4015,male,
4016,female,27.0
4017,male,
4018,female,
4019,male,
4020,female,
4021,female,
4022,male,
4023,female,
4024,male,
4025,female,
4026,female,27.0
4027,male,
4028,female,
4029,female,190.0
4030,male,429.0
4031,female,
4032,female,
4033,male,
4034,female,
4035,female,
4036,male,
4037,female,
4038,female,190.0
4039,female,27.0
4040,male,
4041,female,
4042,female,27.0
4043,male,
4044,female,
4045,male,
4046,female,27.0
4047,male,
4048,female,
4049,female,27.0
4050,male,
4051,female,27.0
4052,male,80.0
4053,male,
4054,male,
4055,female,
4056,male,
4057,female,
4058,male,292.0
4059,female,125.0
4060,male,
4061,female,
4062,male,425.0
4063,female,
4064,male,
4065,female,
4066,male,
4067,female,
4068,female,
4069,female,
4070,male,188.0
4071,female,
4072,female,112.0
4073,male,368.0
4074,male,
4075,female,
4076,male,280.0
4077,female,
4078,female,
4079,female,
4080,female,
4081,male,
4082,female,
4083,male,250.0
4084,female,
4085,male,
4086,female,
4087,male,
4088,female,
4089,female,
4090,female,128.0
4091,female,100.0
4092,female,
4093,male,
4094,female,
4095,female,
4096,male,
4097,female,
4098,male,
4099,male,
4100,male,
4101,female,
4102,male,
4103,male,
4104,female,
4105,female,
4106,female,
4107,male,
4108,female,142.0
4109,female,
4110,male,
4111,female,
4112,male,
4113,female,
4114,female,27.0
4115,male,
4116,female,27.0
4117,male,
4118,female,
4119,male,
4120,female,
4121,male,
4122,male,
4123,female,
4124,female,150.0
4125,male,150.0
4126,female,
4127,male,
4128,male,
4129,female,
4130,male,
4131,male,
4132,male,210.0
4133,female,158.0
4134,female,
4135,female,
4136,female,
4137,female,257.0
4138,male,360.0
4139,female,
4140,female,27.0
4141,female,
4142,female,
4143,female,
4144,male,
4145,male,
4146,male,
4147,male,
4148,female,
4149,male,
4150,male,
4151,female,
4152,male,
4153,female,
4154,female,
4155,male,132.0
4156,female,
4157,female,
4158,male,
4159,male,
4160,female,
4161,male,
4162,male,218.0
4163,male,
4164,female,
4165,male,100.0
4166,male,140.0
4167,male,150.0
4168,male,220.0
4169,female,
4170,female,
4171,male,742.0
4172,female,175.0
4173,female,
4174,female,
4175,male,
4176,female,
4177,female,253.0
4178,male,
4179,female,
4180,female,
4181,male,
4182,female,
4183,male,223.0
4184,male,
4185,female,
4186,female,
4187,female,
4188,male,
4189,male,493.0
4190,female,241.0
4191,female,
4192,male,42.0
4193,female,127.0
4194,female,
4195,male,237.0
4196,male,
4197,male,
4198,female,
4199,female,233.0
4200,male,
4201,male,
4202,female,
4203,male,280.0
4204,female,
4205,female,
4206,male,
4207,male,
4208,male,160.0
4209,female,200.0
4210,female,179.0
4211,male,
4212,male,120.0
4213,female,
4214,female,
4215,female,29.0
4216,male,258.0
4217,female,
4218,male,
4219,male,
4220,male,182.0
4221,female,
4222,female,
4223,male,
4224,female,
4225,male,
4226,female,
4227,male,460.0
4228,female,200.0
4229,male,270.0
4230,male,
4231,male,
4232,male,693.0
4233,female,
4234,male,268.0
4235,male,
4236,female,
4237,male,
4238,male,608.0
4239,female,
4240,male,
4241,female,
4242,male,
4243,female,
4244,female,
4245,female,
4246,male,
4247,female,
4248,female,
4249,female,27.0
4250,female,178.0
4251,male,497.0
4252,female,
4253,female,90.0
4254,male,
4255,male,208.0
4256,female,
4257,male,
4258,female,
4259,female,
4260,male,
4261,male,225.0
4262,male,228.0
4263,female,165.0
4264,male,
4265,female,27.0
4266,male,
4267,female,
4268,male,517.0
4269,female,408.0
4270,female,
4271,male,
4272,female,
4273,female,
4274,female,
4275,male,
4276,female,180.0
4277,male,
4278,female,
4279,female,
4280,male,204.0
4281,male,188.0
4282,female,
4283,male,
4284,male,
4285,male,
4286,female,105.0
4287,female,
4288,female,
4289,male,27.0
4290,male,230.0
4291,female,
4292,male,251.0
4293,male,
4294,female,
4295,male,
4296,female,
4297,male,
4298,female,
4299,male,
4300,female,
4301,male,150.0
4302,male,150.0
4303,female,
4304,male,
4305,female,
4306,female,
4307,male,170.0
4308,male,
4309,female,
4310,male,189.0
4311,female,
4312,male,80.0
4313,male,167.0
4314,male,
4315,female,
4316,male,
4317,male,213.0
4318,female,500.0
4319,female,
4320,male,
4321,female,100.0
4322,female,
4323,male,433.0
4324,female,
4325,male,
4326,male,
4327,male,
4328,female,2.0
4329,male,241.0
4330,female,
4331,female,
4332,male,
4333,female,
4334,female,
4335,male,
4336,male,
4337,male,
4338,female,231.0
4339,male,443.0
4340,female,
4341,female,
4342,female,378.0
4343,male,750.0
4344,male,
4345,female,
4346,male,240.0
4347,female,
4348,male,
4349,female,
4350,male,313.0
4351,male,
4352,female,298.0
4353,female,
4354,male,350.0
4355,female,
4356,female,
4357,male,
4358,male,375.0
4359,female,
4360,male,
4361,male,
4362,female,87.0
4363,male,
4364,female,
4365,female,205.0
4366,male,
4367,female,120.0
4368,male,
4369,female,
4370,male,
4371,male,
4372,female,
4373,male,
4374,female,80.0
4375,male,200.0
4376,male,200.0
4377,male,
4378,male,
4379,female,196.0
4380,male,166.0
4381,male,
4382,female,
4383,male,250.0
4384,male,217.0
4385,male,
4386,female,233.0
4387,female,
4388,female,
4389,male,
4390,female,143.0
4391,female,172.0
4392,female,
4393,female,251.0
4394,male,
4395,female,
4396,female,
4397,male,
4398,male,273.0
4399,male,291.0
4400,female,200.0
4401,female,
4402,male,
4403,female,
4404,male,483.0
4405,female,
4406,male,
4407,male,
4408,female,
4409,female,
4410,male,
4411,male,
4412,female,
4413,female,
4414,male,
4415,female,
4416,female,
4417,female,150.0
4418,male,
4419,male,133.0
4420,female,
4421,female,
4422,male,
4423,female,167.0
4424,male,
4425,female,
4426,female,210.0
4427,female,458.0
4428,male,300.0
4429,female,467.0
4430,male,200.0
4431,male,
4432,female,
4433,male,192.0
4434,female,
4435,male,210.0
4436,female,
4437,male,
4438,female,
4439,female,
4440,female,
4441,male,458.0
4442,female,
4443,male,
4444,male,
4445,male,
4446,female,
4447,male,180.0
4448,female,
4449,male,
4450,male,
4451,female,
4452,female,
4453,male,
4454,male,608.0
4455,female,
4456,female,
4457,female,483.0
4458,male,458.0
4459,female,
4460,male,
4461,female,150.0
4462,male,
4463,male,
4464,male,
4465,male,
4466,female,
4467,female,204.0
4468,female,250.0
4469,male,
4470,female,
4471,male,321.0
4472,female,375.0
4473,female,
4474,female,
4475,female,
4476,male,
4477,male,673.0
4478,female,
4479,female,
4480,female,
4481,male,273.0
4482,female,264.0
4483,female,
4484,female,
4485,female,
4486,male,559.0
4487,female,
4488,female,
4489,female,
4490,male,
4491,female,
4492,male,
4493,male,35.0
4494,female,29.0
4495,male,54.0
4496,female,
4497,male,
4498,male,149.0
4499,female,
4500,male,
4501,female,209.0
4502,female,40.0
4503,male,
4504,male,
4505,male,296.0
4506,female,
4507,male,
4508,male,
4509,female,
4510,male,300.0
4511,female,
4512,male,
4513,female,
4514,female,110.0
4515,female,
4516,male,508.0
4517,male,
4518,male,
4519,male,
4520,female,27.0
4521,male,748.0
4522,female,350.0
4523,female,
4524,female,
4525,male,480.0
4526,female,
4527,female,
4528,female,
4529,male,188.0
4530,female,
4531,male,515.0
4532,female,
4533,female,188.0
4534,male,
4535,male,
4536,female,
4537,male,
4538,female,
4539,male,500.0
4540,female,208.0
4541,female,
4542,male,
4543,male,
4544,female,
4545,male,569.0
4546,female,83.0
4547,male,
4548,male,
4549,female,
4550,male,139.0
4551,male,
4552,female,
4553,male,316.0
4554,female,200.0
4555,female,
4556,female,
4557,male,265.0
4558,female,
4559,male,740.0
4560,female,128.0
4561,male,
4562,male,
4563,male,667.0
4564,female,
4565,female,
4566,male,458.0
4567,female,
4568,male,
4569,male,808.0
4570,female,
4571,female,
4572,male,293.0
4573,female,
4574,male,
4575,female,
4576,male,
4577,female,
4578,female,210.0
4579,male,
4580,male,220.0
4581,female,
4582,female,
4583,female,
4584,female,
4585,female,
4586,male,
4587,female,
4588,female,
4589,female,
4590,female,
4591,female,60.0
4592,male,
4593,female,
4594,male,
4595,female,
4596,female,
4597,female,
4598,male,
4599,female,
4600,male,507.0
4601,female,
4602,female,
4603,female,
4604,male,
4605,male,
4606,female,
4607,female,363.0
4608,female,
4609,female,
4610,female,
4611,female,206.0
4612,female,169.0
4613,male,
4614,female,290.0
4615,female,184.0
4616,male,602.0
4617,male,
4618,female,
4619,female,
4620,male,
4621,female,
4622,female,
4623,female,83.0
4624,male,344.0
4625,female,260.0
4626,female,25.0
4627,male,120.0
4628,male,
4629,female,27.0
4630,male,42.0
4631,female,
4632,male,1169.0
4633,female,
4634,female,
4635,male,
4636,female,
4637,female,208.0
4638,male,
4639,female,
4640,male,
4641,male,
4642,female,
4643,male,
4644,female,125.0
4645,male,
4646,male,
4647,male,673.0
4648,female,165.0
4649,male,
4650,male,
4651,male,
4652,female,
4653,male,150.0
4654,female,350.0
4655,female,
4656,male,45.0
4657,female,
4658,male,160.0
4659,female,
4660,male,742.0
4661,female,383.0
4662,female,
4663,female,
4664,male,
4665,female,
4666,male,100.0
4667,female,
4668,male,783.0
4669,female,
4670,male,180.0
4671,female,230.0
4672,female,
4673,female,
4674,female,171.0
4675,female,
4676,male,
4677,female,185.0
4678,male,182.0
4679,female,129.0
4680,male,160.0
4681,female,200.0
4682,male,80.0
4683,female,40.0
4684,female,
4685,male,610.0
4686,female,
4687,male,633.0
4688,female,208.0
4689,female,233.0
4690,female,220.0
4691,male,
4692,male,
4693,female,
4694,male,
4695,female,
4696,male,
4697,female,
4698,male,142.0
4699,female,80.0
4700,female,
4701,male,429.0
4702,female,102.0
4703,male,
4704,female,
4705,male,529.0
4706,female,376.0
4707,female,
4708,male,333.0
4709,female,230.0
4710,female,
4711,female,323.0
4712,male,
4713,female,
4714,male,200.0
4715,female,0.0
4716,male,443.0
4717,male,
4718,female,
4719,male,
4720,female,
4721,male,
4722,female,
4723,male,260.0
4724,female,
4725,male,
4726,male,
4727,male,
4728,female,
4729,male,
4730,female,170.0
4731,male,
4732,female,150.0
4733,female,
4734,female,
4735,female,
4736,male,
4737,male,190.0
4738,female,
4739,female,
4740,male,708.0
4741,female,
4742,male,
4743,female,
4744,male,
4745,female,
4746,male,
4747,female,
4748,male,
4749,female,
4750,female,
4751,male,
4752,female,170.0
4753,male,181.0
4754,female,
4755,male,
4756,female,192.0
4757,female,
4758,male,
4759,female,449.0
4760,female,
4761,male,878.0
4762,female,486.0
4763,male,
4764,male,
4765,male,1003.0
4766,female,537.0
4767,male,
4768,male,
4769,male,
4770,male,
4771,female,27.0
4772,male,292.0
4773,female,
4774,female,
4775,male,
4776,female,
4777,male,304.0
4778,female,78.0
4779,female,
4780,female,
4781,female,
4782,male,270.0
4783,female,180.0
4784,male,
4785,male,509.0
4786,female,
4787,male,
4788,female,
4789,female,70.0
4790,female,
4791,male,
4792,female,176.0
4793,male,
4794,female,
4795,male,678.0
4796,female,157.0
4797,female,
4798,female,
4799,male,
4800,female,
4801,male,
4802,female,
4803,male,
4804,female,
4805,female,
4806,male,
4807,female,179.0
4808,male,549.0
4809,male,330.0
4810,female,27.0
4811,female,
4812,male,
4813,female,
4814,male,
4815,female,236.0
4816,female,
4817,male,733.0
4818,female,
4819,male,
4820,female,
4821,male,330.0
4822,female,179.0
4823,male,
4824,male,
4825,male,
4826,female,
4827,female,353.0
4828,female,
4829,male,633.0
4830,male,348.0
4831,female,
4832,female,
4833,female,
4834,female,
4835,male,
4836,female,27.0
4837,male,100.0
4838,female,200.0
4839,female,
4840,male,563.0
4841,male,
4842,female,
4843,male,
4844,female,375.0
4845,female,
4846,female,
4847,female,
4848,male,
4849,male,
4850,male,
4851,female,
4852,female,100.0
4853,female,
4854,male,
4855,female,
4856,female,
4857,male,
4858,female,
4859,male,
4860,female,
4861,female,
4862,male,642.0
4863,female,183.0
4864,male,
4865,male,
4866,male,
4867,female,
4868,male,320.0
4869,female,
4870,female,
4871,male,
4872,male,27.0
4873,male,
4874,female,
4875,male,
4876,female,
4877,female,
4878,male,
4879,female,
4880,male,
4881,female,
4882,male,397.0
4883,female,201.0
4884,female,230.0
4885,male,
4886,female,197.0
4887,female,
4888,male,221.0
4889,female,405.0
4890,female,
4891,male,
4892,male,
4893,female,
4894,male,
4895,female,
4896,male,
4897,male,
4898,male,
4899,female,
4900,female,
4901,male,
4902,male,458.0
4903,male,200.0
4904,female,35.0
4905,female,130.0
4906,female,
4907,male,
4908,male,750.0
4909,female,
4910,male,
4911,female,
4912,male,
4913,female,
4914,female,157.0
4915,male,
4916,male,
4917,female,342.0
4918,female,233.0
4919,male,
4920,male,
4921,female,150.0
4922,male,975.0
4923,female,160.0
4924,male,
4925,female,
4926,male,750.0
4927,female,
4928,female,
4929,female,
4930,male,257.0
4931,female,
4932,male,201.0
4933,male,617.0
4934,female,
4935,female,
4936,male,
4937,female,
4938,male,
4939,female,
4940,female,
4941,male,600.0
4942,female,
4943,female,250.0
4944,male,200.0
4945,male,
4946,male,40.0
4947,female,
4948,female,
4949,male,
4950,female,150.0
4951,male,
4952,female,
4953,male,
4954,female,
4955,male,
4956,male,
4957,male,
4958,female,
4959,female,125.0
4960,male,433.0
4961,female,241.0
4962,male,
4963,male,
4964,male,
4965,male,917.0
4966,female,
4967,male,500.0
4968,female,233.0
4969,male,
4970,female,
4971,female,
4972,female,225.0
4973,female,
4974,female,180.0
4975,male,500.0
4976,female,
4977,male,
4978,female,50.0
4979,female,200.0
4980,male,917.0
4981,female,
4982,male,250.0
4983,male,
4984,female,20.0
4985,male,200.0
4986,male,
4987,female,
4988,female,200.0
4989,male,
4990,female,190.0
4991,male,300.0
4992,male,583.0
4993,female,
4994,male,
4995,female,167.0
4996,male,333.0
4997,male,250.0
4998,male,
4999,female,
5000,male,733.0
5001,female,169.0
5002,male,
5003,male,
5004,female,
5005,female,
5006,male,
5007,female,130.0
5008,male,
5009,female,220.0
5010,male,
5011,male,
5012,male,
5013,female,
5014,female,
5015,female,
5016,female,
5017,female,
5018,female,30.0
5019,female,138.0
5020,female,
5021,male,331.0
5022,female,
5023,male,377.0
5024,male,
5025,female,50.0
5026,female,167.0
5027,male,120.0
5028,male,120.0
5029,female,
5030,female,
5031,female,
5032,male,
5033,female,200.0
5034,female,160.0
5035,male,
5036,male,
5037,female,
5038,male,
5039,female,
5040,male,650.0
5041,female,
5042,female,
5043,female,
5044,male,
5045,female,
5046,male,217.0
5047,female,
5048,male,
5049,female,
5050,female,
5051,female,
5052,female,
5053,male,
5054,female,
5055,female,
5056,female,300.0
5057,male,
5058,male,
5059,female,
5060,male,258.0
5061,female,
5062,male,
5063,male,258.0
5064,female,
5065,male,125.0
5066,male,
5067,female,710.0
5068,male,
5069,female,293.0
5070,male,925.0
5071,female,
5072,male,
5073,male,633.0
5074,female,
5075,female,258.0
5076,female,333.0
5077,male,208.0
5078,female,
5079,male,210.0
5080,male,
5081,female,131.0
5082,female,383.0
5083,male,405.0
5084,female,
5085,male,
5086,male,
5087,female,
5088,female,46.0
5089,male,
5090,female,
5091,female,667.0
5092,male,667.0
5093,female,
5094,male,
5095,male,350.0
5096,female,150.0
5097,female,
5098,male,
5099,male,
5100,female,
5101,male,200.0
5102,female,80.0
5103,female,
5104,male,
5105,male,
5106,male,225.0
5107,male,583.0
5108,female,108.0
5109,female,
5110,male,
5111,male,582.0
5112,female,
5113,male,
5114,male,
5115,female,27.0
5116,male,817.0
5117,female,
5118,male,
5119,female,
5120,female,
5121,male,110.0
5122,female,
5123,male,500.0
5124,female,
5125,male,516.0
5126,female,
5127,female,
5128,male,
5129,male,
5130,female,
5131,male,767.0
5132,female,
5133,female,
5134,male,
5135,male,383.0
5136,female,509.0
5137,female,
5138,female,
5139,male,329.0
5140,female,
5141,female,
5142,male,
5143,female,
5144,male,766.0
5145,female,
5146,female,181.0
5147,male,290.0
5148,female,
5149,female,230.0
5150,male,697.0
5151,female,100.0
5152,male,
5153,male,358.0
5154,male,983.0
5155,female,177.0
5156,female,
5157,male,861.0
5158,female,200.0
5159,female,
5160,male,
5161,male,1070.0
5162,female,
5163,female,310.0
5164,male,404.0
5165,female,
5166,female,
5167,male,
5168,female,
5169,male,
5170,male,
5171,male,
5172,male,917.0
5173,female,217.0
5174,male,
5175,male,725.0
5176,female,208.0
5177,female,
5178,male,825.0
5179,female,
5180,female,
5181,male,
5182,male,1050.0
5183,female,
5184,female,
5185,male,242.0
5186,male,827.0
5187,female,
5188,female,
5189,male,
5190,male,218.0
5191,female,
5192,male,325.0
5193,male,1125.0
5194,female,
5195,female,149.0
5196,male,333.0
5197,female,589.0
5198,female,
5199,female,88.0
5200,female,
5201,male,1050.0
5202,female,145.0
5203,female,200.0
5204,male,731.0
5205,female,
5206,male,675.0
5207,female,
5208,female,208.0
5209,male,
5210,female,100.0
5211,male,
5212,male,
5213,male,180.0
5214,female,120.0
5215,male,260.0
5216,female,
5217,female,48.0
5218,male,
5219,male,
5220,female,193.0
5221,female,218.0
5222,male,308.0
5223,male,
5224,female,
5225,male,
5226,male,
5227,female,
5228,male,408.0
5229,female,
5230,male,
5231,male,27.0
5232,female,27.0
5233,male,
5234,female,
5235,male,833.0
5236,female,625.0
5237,female,
5238,male,
5239,female,
5240,male,
5241,female,
5242,female,317.0
5243,male,
5244,female,
5245,male,
5246,female,
5247,male,
5248,male,
5249,male,
5250,male,41.0
5251,female,
5252,female,
5253,male,
5254,male,243.0
5255,male,
5256,female,138.0
5257,female,309.0
5258,male,
5259,female,
5260,male,
5261,female,208.0
5262,male,
5263,female,
5264,female,
5265,female,
5266,male,308.0
5267,female,
5268,female,
5269,male,
5270,male,
5271,female,
5272,female,
5273,female,
5274,female,208.0
5275,male,188.0
5276,male,168.0
5277,female,
5278,male,
5279,male,
5280,female,
5281,male,
5282,female,
5283,male,230.0
5284,female,150.0
5285,male,254.0
5286,female,199.0
5287,male,
5288,male,
5289,female,
5290,male,
5291,female,72.0
5292,male,
5293,female,
5294,male,
5295,male,
5296,male,
5297,female,
5298,male,
5299,female,
5300,male,78.0
5301,male,
5302,female,
5303,female,167.0
5304,male,
5305,female,
5306,male,
5307,female,
5308,male,693.0
5309,male,250.0
5310,female,136.0
5311,male,
5312,female,193.0
5313,male,
5314,female,
5315,male,
5316,female,
5317,male,
5318,female,
5319,female,
5320,male,190.0
5321,female,
5322,male,
5323,female,
5324,female,
5325,male,
5326,male,398.0
5327,female,
5328,female,100.0
5329,male,
5330,female,
5331,female,150.0
5332,male,
5333,female,
5334,male,220.0
5335,male,
5336,male,218.0
5337,female,127.0
5338,male,315.0
5339,female,
5340,male,196.0
5341,female,227.0
5342,female,230.0
5343,male,937.0
5344,female,884.0
5345,male,124.0
5346,female,
5347,male,246.0
5348,male,184.0
5349,male,354.0
5350,female,83.0
5351,female,
5352,male,
5353,female,
5354,female,
5355,male,
5356,female,215.0
5357,male,
5358,male,
5359,male,183.0
5360,female,
5361,male,113.0
5362,male,
5363,male,
5364,male,
5365,male,315.0
5366,female,201.0
5367,male,
5368,female,
5369,female,
5370,male,
5371,female,
5372,female,
5373,female,
5374,male,182.0
5375,female,
5376,male,
5377,female,
5378,male,185.0
5379,female,
5380,male,
5381,male,402.0
5382,female,180.0
5383,male,312.0
5384,female,300.0
5385,female,50.0
5386,female,
5387,male,
5388,male,
5389,female,
5390,female,262.0
5391,female,260.0
5392,female,164.0
5393,male,275.0
5394,female,
5395,male,
5396,female,143.0
5397,male,250.0
5398,male,175.0
5399,male,
5400,male,180.0
5401,female,165.0
5402,male,177.0
5403,female,
5404,male,
5405,female,240.0
5406,male,
5407,female,27.0
5408,male,458.0
5409,female,
5410,female,
5411,male,150.0
5412,female,80.0
5413,male,250.0
5414,male,
5415,female,
5416,male,255.0
5417,female,235.0
5418,male,
5419,female,169.0
5420,male,25.0
5421,female,214.0
5422,male,400.0
5423,female,
5424,male,
5425,male,
5426,male,
5427,female,203.0
5428,female,156.0
5429,male,
5430,female,
5431,female,
5432,female,
5433,male,
5434,male,
5435,male,
5436,female,120.0
5437,female,180.0
5438,female,
5439,female,
5440,male,424.0
5441,male,
5442,female,
5443,female,170.0
5444,male,160.0
5445,male,
5446,male,
5447,female,
5448,male,
5449,female,27.0
5450,male,200.0
5451,female,
5452,male,327.0
5453,male,
5454,male,
5455,male,
5456,female,150.0
5457,male,197.0
5458,female,174.0
5459,female,
5460,male,
5461,male,252.0
5462,female,224.0
5463,female,194.0
5464,male,365.0
5465,male,320.0
5466,female,158.0
5467,male,388.0
5468,female,87.0
5469,female,184.0
5470,male,
5471,female,130.0
5472,female,
5473,female,
5474,male,
5475,female,237.0
5476,male,
5477,male,474.0
5478,male,
5479,male,
5480,male,
5481,female,
5482,female,
5483,female,120.0
5484,female,
5485,male,
5486,female,
5487,male,
5488,male,180.0
5489,female,
5490,male,229.0
5491,male,177.0
5492,female,253.0
5493,male,220.0
5494,male,
5495,female,
5496,male,
5497,female,
5498,male,
5499,female,
5500,female,
5501,male,
5502,male,
5503,female,
5504,female,172.0
5505,female,831.0
5506,male,
5507,male,
5508,female,
5509,male,218.0
5510,female,
5511,female,350.0
5512,male,
5513,female,
5514,female,
5515,male,638.0
5516,female,211.0
5517,female,128.0
5518,male,
5519,female,120.0
5520,female,417.0
5521,male,463.0
5522,male,
5523,female,
5524,male,
5525,female,
5526,male,
5527,male,
5528,male,
5529,male,
5530,male,
5531,female,70.0
5532,male,256.0
5533,female,
5534,male,
5535,female,
5536,male,190.0
5537,female,150.0
5538,female,
5539,male,218.0
5540,male,220.0
5541,female,158.0
5542,male,339.0
5543,female,
5544,female,
5545,female,
5546,female,
5547,female,
5548,female,
5549,male,
5550,male,
5551,female,
5552,male,
5553,female,
5554,male,
5555,male,300.0
5556,female,223.0
5557,female,
5558,male,
5559,female,
5560,female,
5561,male,
5562,female,
5563,female,
5564,male,1592.0
5565,female,
5566,male,
5567,male,259.0
5568,female,170.0
5569,male,278.0
5570,female,209.0
5571,male,412.0
5572,female,
5573,male,
5574,male,
5575,male,209.0
5576,female,
5577,female,
5578,male,592.0
5579,female,
5580,female,
5581,female,
5582,male,311.0
5583,female,
5584,male,888.0
5585,female,
5586,female,425.0
5587,male,
5588,female,
5589,male,
5590,female,
5591,female,
5592,female,
5593,male,
5594,female,180.0
5595,female,
5596,male,330.0
5597,female,
5598,male,
5599,female,45.0
5600,male,677.0
5601,female,
5602,male,
5603,female,114.0
5604,female,170.0
5605,male,180.0
5606,female,190.0
5607,male,264.0
5608,female,
5609,male,
5610,female,60.0
5611,female,95.0
5612,female,
5613,male,
5614,male,
5615,female,61.0
5616,female,
5617,male,
5618,male,
5619,female,
5620,male,
5621,female,
5622,female,
5623,female,
5624,male,320.0
5625,female,308.0
5626,female,
5627,male,
5628,female,
5629,male,
5630,female,150.0
5631,male,
5632,male,
5633,female,
5634,male,405.0
5635,female,71.0
5636,female,
5637,male,
5638,female,
5639,male,
5640,female,
5641,female,949.0
5642,female,
5643,female,
5644,male,
5645,male,436.0
5646,female,202.0
5647,female,
5648,male,
5649,male,
5650,female,
5651,male,452.0
5652,female,165.0
5653,male,263.0
5654,female,
5655,male,
5656,male,406.0
5657,female,232.0
5658,male,
5659,male,
5660,female,
5661,male,
5662,male,300.0
5663,male,282.0
5664,female,190.0
5665,male,
5666,female,
5667,female,
5668,male,
5669,male,
5670,female,
5671,male,
5672,female,
5673,female,
5674,female,
5675,male,520.0
5676,female,533.0
5677,female,
5678,female,
5679,male,301.0
5680,female,
5681,male,368.0
5682,female,247.0
5683,female,
5684,female,
5685,male,
5686,female,71.0
5687,female,463.0
5688,male,432.0
5689,male,
5690,female,
5691,female,
5692,female,50.0
5693,male,378.0
5694,male,
5695,female,
5696,female,249.0
5697,male,
5698,female,
5699,female,540.0
5700,male,
5701,female,
5702,female,143.0
5703,female,
5704,male,240.0
5705,female,27.0
5706,male,108.0
5707,male,
5708,female,
5709,male,302.0
5710,female,
5711,female,
5712,male,120.0
5713,male,
5714,male,
5715,male,417.0
5716,female,630.0
5717,male,
5718,female,
5719,male,216.0
5720,female,
5721,male,633.0
5722,male,466.0
5723,female,
5724,male,42.0
5725,female,
5726,male,
5727,male,
5728,male,
5729,female,27.0
5730,male,405.0
5731,female,50.0
5732,male,
5733,female,
5734,male,325.0
5735,female,
5736,male,560.0
5737,female,70.0
5738,female,
5739,male,592.0
5740,female,100.0
5741,male,
5742,female,
5743,male,833.0
5744,female,
5745,male,
5746,male,
5747,male,
5748,male,
5749,female,
5750,male,
5751,female,
5752,male,
5753,female,
5754,male,
5755,male,309.0
5756,female,
5757,male,
5758,male,
5759,female,
5760,female,85.0
5761,male,
5762,female,250.0
5763,male,
5764,female,115.0
5765,male,
5766,female,
5767,female,208.0
5768,female,292.0
5769,female,
5770,female,198.0
5771,male,497.0
5772,female,381.0
5773,female,
5774,female,
